.HEADER
..NAMES
Time,V U3.D3
.DATA
3.24801e-008,1.1753
3.25187e-008,1.1761
3.25573e-008,1.1763
3.25959e-008,1.1759
3.26344e-008,1.1758
3.26730e-008,1.1763
3.27116e-008,1.1769
3.27502e-008,1.1771
3.27888e-008,1.1771
3.28273e-008,1.1794
3.28659e-008,1.1831
3.29045e-008,1.1792
3.29430e-008,1.1537
3.29816e-008,1.0880
3.30202e-008,0.9872
3.30588e-008,0.8778
3.30974e-008,0.7648
3.31359e-008,0.6537
3.31745e-008,0.5573
3.32131e-008,0.4836
3.32516e-008,0.4320
3.32902e-008,0.3967
3.33288e-008,0.3738
3.33674e-008,0.3583
3.34060e-008,0.3467
3.34445e-008,0.3352
3.34831e-008,0.3244
3.35217e-008,0.3190
3.35603e-008,0.3176
3.35988e-008,0.3169
3.36374e-008,0.3175
3.36760e-008,0.3200
3.37145e-008,0.3229
3.37531e-008,0.3250
3.37917e-008,0.3310
3.38303e-008,0.3501
3.38689e-008,0.3955
3.39074e-008,0.4754
3.39460e-008,0.5842
3.39846e-008,0.7030
3.40231e-008,0.8019
3.40617e-008,0.8874
3.41003e-008,0.9597
3.41389e-008,1.0171
3.41775e-008,1.0574
3.42160e-008,1.0934
3.42546e-008,1.1385
3.42932e-008,1.1519
3.43318e-008,1.1549
3.43703e-008,1.1267
3.44089e-008,1.0501
3.44475e-008,0.9390
3.44860e-008,0.8204
3.45246e-008,0.7020
3.45632e-008,0.5956
3.46018e-008,0.5110
3.46404e-008,0.4491
3.46789e-008,0.4059
3.47175e-008,0.3734
3.47561e-008,0.3657
3.47946e-008,0.3825
3.48332e-008,0.4337
3.48718e-008,0.5199
3.49104e-008,0.6354
3.49490e-008,0.7481
3.49875e-008,0.8461
3.50261e-008,0.9309
3.50647e-008,0.9995
3.51032e-008,1.0495
3.51418e-008,1.0830
3.51804e-008,1.1053
3.52190e-008,1.1214
3.52575e-008,1.1347
3.52961e-008,1.1466
3.53347e-008,1.1572
3.53733e-008,1.1666
3.54119e-008,1.1712
3.54504e-008,1.1711
3.54890e-008,1.1710
3.55276e-008,1.1715
3.55661e-008,1.1716
3.56047e-008,1.1714
3.56433e-008,1.1755
3.56819e-008,1.1804
3.57205e-008,1.1766
3.57590e-008,1.1503
3.57976e-008,1.0828
3.58362e-008,0.9807
3.58747e-008,0.8707
3.59133e-008,0.7569
3.59519e-008,0.6465
3.59905e-008,0.5517
3.60290e-008,0.4798
3.60676e-008,0.4291
3.61062e-008,0.3875
3.61448e-008,0.3663
3.61834e-008,0.3736
3.62219e-008,0.4076
3.62605e-008,0.4769
3.62991e-008,0.5818
3.63376e-008,0.7024
3.63762e-008,0.8051
3.64148e-008,0.8946
3.64534e-008,0.9696
3.64920e-008,1.0281
3.65305e-008,1.0688
3.65691e-008,1.1071
3.66077e-008,1.1454
3.66462e-008,1.1564
3.66848e-008,1.1544
3.67234e-008,1.1156
3.67620e-008,1.0306
3.68006e-008,0.9192
3.68391e-008,0.8001
3.68777e-008,0.6812
3.69163e-008,0.5775
3.69549e-008,0.4971
3.69934e-008,0.4392
3.70320e-008,0.3979
3.70706e-008,0.3687
3.71091e-008,0.3668
3.71477e-008,0.3902
3.71863e-008,0.4489
3.72249e-008,0.5423
3.72635e-008,0.6609
3.73020e-008,0.7695
3.73406e-008,0.8645
3.73792e-008,0.9461
3.74177e-008,1.0113
3.74563e-008,1.0576
3.74949e-008,1.0884
3.75335e-008,1.1090
3.75721e-008,1.1244
3.76106e-008,1.1375
3.76492e-008,1.1490
3.76878e-008,1.1593
3.77263e-008,1.1681
3.77649e-008,1.1714
3.78035e-008,1.1709
3.78421e-008,1.1710
3.78806e-008,1.1717
3.79192e-008,1.1716
3.79578e-008,1.1717
3.79964e-008,1.1769
3.80350e-008,1.1806
3.80735e-008,1.1736
3.81121e-008,1.1400
3.81507e-008,1.0633
3.81892e-008,0.9577
3.82278e-008,0.8473
3.82664e-008,0.7330
3.83050e-008,0.6250
3.83436e-008,0.5347
3.83821e-008,0.4677
3.84207e-008,0.4211
3.84593e-008,0.3898
3.84978e-008,0.3694
3.85364e-008,0.3552
3.85750e-008,0.3439
3.86136e-008,0.3322
3.86521e-008,0.3223
3.86907e-008,0.3183
3.87293e-008,0.3173
3.87679e-008,0.3169
3.88065e-008,0.3181
3.88450e-008,0.3210
3.88836e-008,0.3235
3.89222e-008,0.3259
3.89607e-008,0.3343
3.89993e-008,0.3588
3.90379e-008,0.4130
3.90765e-008,0.5014
3.91151e-008,0.6157
3.91536e-008,0.7308
3.91922e-008,0.8253
3.92308e-008,0.9076
3.92693e-008,0.9763
3.93079e-008,1.0292
3.93465e-008,1.0658
3.93851e-008,1.1044
3.94237e-008,1.1441
3.94622e-008,1.1537
3.95008e-008,1.1514
3.95394e-008,1.1111
3.95780e-008,1.0231
3.96165e-008,0.9084
3.96551e-008,0.7891
3.96937e-008,0.6726
3.97322e-008,0.5712
3.97708e-008,0.4928
3.98094e-008,0.4364
3.98480e-008,0.3956
3.98866e-008,0.3685
3.99251e-008,0.3677
3.99637e-008,0.3921
4.00023e-008,0.4527
4.00408e-008,0.5479
4.00794e-008,0.6665
4.01180e-008,0.7745
4.01566e-008,0.8696
4.01952e-008,0.9504
4.02337e-008,1.0143
4.02723e-008,1.0596
4.03109e-008,1.0896
4.03494e-008,1.1099
4.03880e-008,1.1252
4.04266e-008,1.1380
4.04652e-008,1.1494
4.05037e-008,1.1599
4.05423e-008,1.1684
4.05809e-008,1.1714
4.06195e-008,1.1709
4.06581e-008,1.1711
4.06966e-008,1.1716
4.07352e-008,1.1715
4.07738e-008,1.1719
4.08123e-008,1.1773
4.08509e-008,1.1805
4.08895e-008,1.1728
4.09281e-008,1.1372
4.09667e-008,1.0584
4.10052e-008,0.9522
4.10438e-008,0.8415
4.10824e-008,0.7272
