.HEADER
..NAMES
Time,V U3.F3&G3
.DATA
2.98185e-008,0.3632
2.98570e-008,0.3702
2.98956e-008,0.4075
2.99342e-008,0.4812
2.99728e-008,0.5868
3.00113e-008,0.7046
3.00499e-008,0.8147
3.00885e-008,0.9097
3.01271e-008,0.9876
3.01657e-008,1.0464
3.02042e-008,1.0871
3.02428e-008,1.1189
3.02814e-008,1.1453
3.03199e-008,1.1609
3.03585e-008,1.1581
3.03971e-008,1.1210
3.04357e-008,1.0387
3.04743e-008,0.9260
3.05128e-008,0.8023
3.05514e-008,0.6791
3.05900e-008,0.5708
3.06285e-008,0.4861
3.06671e-008,0.4253
3.07057e-008,0.3860
3.07443e-008,0.3656
3.07829e-008,0.3651
3.08214e-008,0.3919
3.08600e-008,0.4538
3.08986e-008,0.5509
3.09372e-008,0.6675
3.09757e-008,0.7814
3.10143e-008,0.8815
3.10529e-008,0.9650
3.10914e-008,1.0300
3.11300e-008,1.0758
3.11686e-008,1.1096
3.12072e-008,1.1380
3.12458e-008,1.1576
3.12843e-008,1.1618
3.13229e-008,1.1377
3.13615e-008,1.0692
3.14000e-008,0.9635
3.14386e-008,0.8419
3.14772e-008,0.7171
3.15158e-008,0.6027
3.15544e-008,0.5102
3.15929e-008,0.4420
3.16315e-008,0.3961
3.16701e-008,0.3699
3.17087e-008,0.3627
3.17472e-008,0.3798
3.17858e-008,0.4301
3.18244e-008,0.5169
3.18629e-008,0.6300
3.19015e-008,0.7466
3.19401e-008,0.8516
3.19787e-008,0.9405
3.20173e-008,1.0115
3.20558e-008,1.0632
3.20944e-008,1.0997
3.21330e-008,1.1299
3.21715e-008,1.1530
3.22101e-008,1.1628
3.22487e-008,1.1497
3.22873e-008,1.0959
3.23259e-008,0.9996
3.23644e-008,0.8812
3.24030e-008,0.7562
3.24416e-008,0.6368
3.24801e-008,0.5368
3.25187e-008,0.4610
3.25573e-008,0.4087
3.25959e-008,0.3769
3.26344e-008,0.3632
3.26730e-008,0.3715
3.27116e-008,0.4105
3.27502e-008,0.4860
3.27888e-008,0.5928
3.28273e-008,0.7105
3.28659e-008,0.8199
3.29045e-008,0.9142
3.29430e-008,0.9912
3.29816e-008,1.0489
3.30202e-008,1.0891
3.30588e-008,1.1211
3.30974e-008,1.1471
3.31359e-008,1.1616
3.31745e-008,1.1574
3.32131e-008,1.1180
3.32516e-008,1.0336
3.32902e-008,0.9200
3.33288e-008,0.7958
3.33674e-008,0.6729
3.34060e-008,0.5659
3.34445e-008,0.4825
3.34831e-008,0.4229
3.35217e-008,0.3849
3.35603e-008,0.3653
3.35988e-008,0.3659
3.36374e-008,0.3944
3.36760e-008,0.4582
3.37145e-008,0.5566
3.37531e-008,0.6735
3.37917e-008,0.7869
3.38303e-008,0.8861
3.38689e-008,0.9689
3.39074e-008,1.0328
3.39460e-008,1.0778
3.39846e-008,1.1117
3.40231e-008,1.1400
3.40617e-008,1.1586
3.41003e-008,1.1617
3.41389e-008,1.1355
3.41775e-008,1.0646
3.42160e-008,0.9577
3.42546e-008,0.8355
3.42932e-008,0.7107
3.43318e-008,0.5973
3.43703e-008,0.5063
3.44089e-008,0.4392
3.44475e-008,0.3946
3.44860e-008,0.3695
3.45246e-008,0.3631
3.45632e-008,0.3817
3.46018e-008,0.4339
3.46404e-008,0.5224
3.46789e-008,0.6361
3.47175e-008,0.7523
3.47561e-008,0.8565
3.47946e-008,0.9447
3.48332e-008,1.0147
3.48718e-008,1.0653
3.49104e-008,1.1009
3.49490e-008,1.1306
3.49875e-008,1.1534
3.50261e-008,1.1626
3.50647e-008,1.1478
3.51032e-008,1.0917
3.51418e-008,0.9938
3.51804e-008,0.8749
3.52190e-008,0.7500
3.52575e-008,0.6312
3.52961e-008,0.5324
3.53347e-008,0.4577
3.53733e-008,0.4064
3.54119e-008,0.3754
3.54504e-008,0.3628
3.54890e-008,0.3725
3.55276e-008,0.4133
3.55661e-008,0.4907
3.56047e-008,0.5987
3.56433e-008,0.7164
3.56819e-008,0.8252
3.57205e-008,0.9185
3.57590e-008,0.9946
3.57976e-008,1.0513
3.58362e-008,1.0906
3.58747e-008,1.1219
3.59133e-008,1.1475
3.59519e-008,1.1616
3.59905e-008,1.1562
3.60290e-008,1.1146
3.60676e-008,1.0281
3.61062e-008,0.9136
3.61448e-008,0.7895
3.61834e-008,0.6671
3.62219e-008,0.5610
3.62605e-008,0.4787
3.62991e-008,0.4203
3.63376e-008,0.3831
3.63762e-008,0.3646
3.64148e-008,0.3665
3.64534e-008,0.3965
3.64920e-008,0.4623
3.65305e-008,0.5623
3.65691e-008,0.6796
3.66077e-008,0.7924
3.66462e-008,0.8908
3.66848e-008,0.9725
3.67234e-008,1.0355
3.67620e-008,1.0796
3.68006e-008,1.1127
3.68391e-008,1.1406
3.68777e-008,1.1589
3.69163e-008,1.1610
3.69549e-008,1.1328
3.69934e-008,1.0597
3.70320e-008,0.9515
3.70706e-008,0.8291
3.71091e-008,0.7047
3.71477e-008,0.5921
3.71863e-008,0.5021
3.72249e-008,0.4363
3.72635e-008,0.3926
3.73020e-008,0.3683
3.73406e-008,0.3632
3.73792e-008,0.3833
3.74177e-008,0.4373
3.74563e-008,0.5277
3.74949e-008,0.6421
3.75335e-008,0.7580
3.75721e-008,0.8614
3.76106e-008,0.9486
3.76492e-008,1.0177
3.76878e-008,1.0674
3.77263e-008,1.1030
3.77649e-008,1.1327
3.78035e-008,1.1547
3.78421e-008,1.1628
3.78806e-008,1.1463
3.79192e-008,1.0877
3.79578e-008,0.9882
3.79964e-008,0.8685
3.80350e-008,0.7435
3.80735e-008,0.6255
3.81121e-008,0.5280
3.81507e-008,0.4546
3.81892e-008,0.4046
3.82278e-008,0.3747
3.82664e-008,0.3629
3.83050e-008,0.3739
3.83436e-008,0.4166
3.83821e-008,0.4957
3.84207e-008,0.6048
3.84593e-008,0.7223
3.84978e-008,0.8303
3.85364e-008,0.9229
3.85750e-008,0.9980
3.86136e-008,1.0537
3.86521e-008,1.0926
3.86907e-008,1.1241
3.87293e-008,1.1492
3.87679e-008,1.1622
3.88065e-008,1.1553
3.88450e-008,1.1114
3.88836e-008,1.0229
3.89222e-008,0.9075
3.89607e-008,0.7830
3.89993e-008,0.6610
3.90379e-008,0.5562
3.90765e-008,0.4753
3.91151e-008,0.4181
3.91536e-008,0.3821
3.91922e-008,0.3644
3.92308e-008,0.3674
3.92693e-008,0.3992
3.93079e-008,0.4668
3.93465e-008,0.5681
3.93851e-008,0.6856
3.94237e-008,0.7977
3.94622e-008,0.8954
3.95008e-008,0.9763
3.95394e-008,1.0382
3.95780e-008,1.0816
3.96165e-008,1.1148
3.96551e-008,1.1425
3.96937e-008,1.1598
3.97322e-008,1.1606
3.97708e-008,1.1304
3.98094e-008,1.0549
3.98480e-008,0.9456
3.98866e-008,0.8227
3.99251e-008,0.6983
3.99637e-008,0.5869
4.00023e-008,0.4983
4.00408e-008,0.4337
4.00794e-008,0.3912
4.01180e-008,0.3679
4.01566e-008,0.3637
4.01952e-008,0.3854
4.02337e-008,0.4413
4.02723e-008,0.5332
4.03109e-008,0.6482
4.03494e-008,0.7637
4.03880e-008,0.8663
4.04266e-008,0.9527
4.04652e-008,1.0208
4.05037e-008,1.0695
4.05423e-008,1.1051
4.05809e-008,1.1347
4.06195e-008,1.1558
4.06581e-008,1.1629
4.06966e-008,1.1446
4.07352e-008,1.0835
4.07738e-008,0.9825
4.08123e-008,0.8622
4.08509e-008,0.7370
4.08895e-008,0.6199
4.09281e-008,0.5237
4.09667e-008,0.4516
4.10052e-008,0.4024
4.10438e-008,0.3733
