.HEADER
..NAMES
Time,V U3.C8
.DATA
2.85841e-008,1.0875
2.86226e-008,1.1078
2.86612e-008,1.1216
2.86998e-008,1.1329
2.87384e-008,1.1452
2.87770e-008,1.1581
2.88155e-008,1.1690
2.88541e-008,1.1719
2.88927e-008,1.1693
2.89313e-008,1.1685
2.89698e-008,1.1702
2.90084e-008,1.1722
2.90470e-008,1.1741
2.90855e-008,1.1807
2.91241e-008,1.1842
2.91627e-008,1.1719
2.92013e-008,1.1268
2.92398e-008,1.0324
2.92784e-008,0.9107
2.93170e-008,0.7957
2.93556e-008,0.6866
2.93941e-008,0.5890
2.94327e-008,0.5120
2.94713e-008,0.4572
2.95099e-008,0.4172
2.95485e-008,0.3790
2.95870e-008,0.3676
2.96256e-008,0.3909
2.96642e-008,0.4452
2.97028e-008,0.5335
2.97413e-008,0.6504
2.97799e-008,0.7663
2.98185e-008,0.8546
2.98570e-008,0.9273
2.98956e-008,0.9890
2.99342e-008,1.0391
2.99728e-008,1.0758
3.00113e-008,1.0995
3.00499e-008,1.1159
3.00885e-008,1.1304
3.01271e-008,1.1418
3.01657e-008,1.1517
3.02042e-008,1.1625
3.02428e-008,1.1716
3.02814e-008,1.1728
3.03199e-008,1.1707
3.03585e-008,1.1707
3.03971e-008,1.1722
3.04357e-008,1.1734
3.04743e-008,1.1738
3.05128e-008,1.1740
3.05514e-008,1.1747
3.05900e-008,1.1754
3.06285e-008,1.1759
3.06671e-008,1.1768
3.07057e-008,1.1782
3.07443e-008,1.1783
3.07829e-008,1.1774
3.08214e-008,1.1770
3.08600e-008,1.1777
3.08986e-008,1.1782
3.09372e-008,1.1783
3.09757e-008,1.1783
3.10143e-008,1.1783
3.10529e-008,1.1783
3.10914e-008,1.1783
3.11300e-008,1.1783
3.11686e-008,1.1785
3.12072e-008,1.1786
3.12458e-008,1.1783
3.12843e-008,1.1781
3.13229e-008,1.1783
3.13615e-008,1.1785
3.14000e-008,1.1785
3.14386e-008,1.1784
3.14772e-008,1.1784
3.15158e-008,1.1784
3.15544e-008,1.1784
3.15929e-008,1.1784
3.16315e-008,1.1784
3.16701e-008,1.1785
3.17087e-008,1.1784
3.17472e-008,1.1784
3.17858e-008,1.1784
3.18244e-008,1.1785
3.18629e-008,1.1785
3.19015e-008,1.1785
3.19401e-008,1.1785
