.HEADER
..NAMES
Time,V U2.D3
.DATA
3.50261e-008,0.3221
3.50647e-008,0.3220
3.51032e-008,0.3220
3.51418e-008,0.3220
3.51804e-008,0.3219
3.52190e-008,0.3219
3.52575e-008,0.3219
3.52961e-008,0.3219
3.53347e-008,0.3219
3.53733e-008,0.3218
3.54119e-008,0.3218
3.54504e-008,0.3218
3.54890e-008,0.3218
3.55276e-008,0.3218
3.55661e-008,0.3217
3.56047e-008,0.3218
3.56433e-008,0.3236
3.56819e-008,0.3314
3.57205e-008,0.3544
3.57590e-008,0.4051
3.57976e-008,0.4895
3.58362e-008,0.6009
3.58747e-008,0.7155
3.59133e-008,0.8142
3.59519e-008,0.8942
3.59905e-008,0.9611
3.60290e-008,1.0149
3.60676e-008,1.0566
3.61062e-008,1.1014
3.61448e-008,1.1383
3.61834e-008,1.1588
3.62219e-008,1.1545
3.62605e-008,1.1117
3.62991e-008,1.0227
3.63376e-008,0.9075
3.63762e-008,0.7894
3.64148e-008,0.6737
3.64534e-008,0.5741
3.64920e-008,0.4984
3.65305e-008,0.4420
3.65691e-008,0.3985
3.66077e-008,0.3728
3.66462e-008,0.3645
3.66848e-008,0.3862
3.67234e-008,0.4459
3.67620e-008,0.5447
3.68006e-008,0.6638
3.68391e-008,0.7773
3.68777e-008,0.8731
3.69163e-008,0.9502
3.69549e-008,1.0099
3.69934e-008,1.0552
3.70320e-008,1.0955
3.70706e-008,1.1319
3.71091e-008,1.1591
3.71477e-008,1.1617
3.71863e-008,1.1346
3.72249e-008,1.0601
3.72635e-008,0.9509
3.73020e-008,0.8308
3.73406e-008,0.7124
3.73792e-008,0.6048
3.74177e-008,0.5201
3.74563e-008,0.4573
3.74949e-008,0.4103
3.75335e-008,0.3785
3.75721e-008,0.3639
3.76106e-008,0.3765
3.76492e-008,0.4227
3.76878e-008,0.5104
3.77263e-008,0.6256
3.77649e-008,0.7428
3.78035e-008,0.8443
3.78421e-008,0.9276
3.78806e-008,0.9927
3.79192e-008,1.0425
3.79578e-008,1.0792
3.79964e-008,1.1043
3.80350e-008,1.1220
3.80735e-008,1.1370
3.81121e-008,1.1489
3.81507e-008,1.1573
3.81892e-008,1.1648
3.82278e-008,1.1698
3.82664e-008,1.1709
3.83050e-008,1.1699
3.83436e-008,1.1686
3.83821e-008,1.1683
3.84207e-008,1.1696
3.84593e-008,1.1712
3.84978e-008,1.1721
3.85364e-008,1.1730
3.85750e-008,1.1741
3.86136e-008,1.1749
3.86521e-008,1.1751
3.86907e-008,1.1754
3.87293e-008,1.1759
3.87679e-008,1.1762
3.88065e-008,1.1763
3.88450e-008,1.1765
3.88836e-008,1.1769
3.89222e-008,1.1789
3.89607e-008,1.1820
3.89993e-008,1.1805
3.90379e-008,1.1616
3.90765e-008,1.1086
3.91151e-008,1.0175
3.91536e-008,0.9063
3.91922e-008,0.7919
3.92308e-008,0.6820
3.92693e-008,0.5842
3.93079e-008,0.5056
3.93465e-008,0.4479
3.93851e-008,0.4041
3.94237e-008,0.3761
3.94622e-008,0.3686
3.95008e-008,0.3945
3.95394e-008,0.4575
3.95780e-008,0.5580
3.96165e-008,0.6760
3.96551e-008,0.7860
3.96937e-008,0.8789
3.97322e-008,0.9548
3.97708e-008,1.0129
3.98094e-008,1.0568
3.98480e-008,1.0897
3.98866e-008,1.1118
3.99251e-008,1.1284
3.99637e-008,1.1425
4.00023e-008,1.1530
4.00408e-008,1.1608
4.00794e-008,1.1675
4.01180e-008,1.1709
4.01566e-008,1.1707
4.01952e-008,1.1695
4.02337e-008,1.1688
4.02723e-008,1.1692
4.03109e-008,1.1706
4.03494e-008,1.1720
4.03880e-008,1.1728
4.04266e-008,1.1737
4.04652e-008,1.1748
4.05037e-008,1.1753
4.05423e-008,1.1755
4.05809e-008,1.1759
4.06195e-008,1.1763
4.06581e-008,1.1765
4.06966e-008,1.1766
4.07352e-008,1.1770
4.07738e-008,1.1777
4.08123e-008,1.1803
4.08509e-008,1.1828
4.08895e-008,1.1767
4.09281e-008,1.1470
4.09667e-008,1.0791
4.10052e-008,0.9781
