.HEADER
..NAMES
Time,V U5.C7&B7
.DATA
3.34060e-008,1.1481
3.34445e-008,1.1623
3.34831e-008,1.1570
3.35217e-008,1.1139
3.35603e-008,1.0274
3.35988e-008,0.9157
3.36374e-008,0.7920
3.36760e-008,0.6711
3.37145e-008,0.5665
3.37531e-008,0.4816
3.37917e-008,0.4207
3.38303e-008,0.3836
3.38689e-008,0.3643
3.39074e-008,0.3652
3.39460e-008,0.3962
3.39846e-008,0.4642
3.40231e-008,0.5679
3.40617e-008,0.6872
3.41003e-008,0.7969
3.41389e-008,0.8893
3.41775e-008,0.9654
3.42160e-008,1.0268
3.42546e-008,1.0739
3.42932e-008,1.1116
3.43318e-008,1.1411
3.43703e-008,1.1594
3.44089e-008,1.1618
3.44475e-008,1.1327
3.44860e-008,1.0585
3.45246e-008,0.9528
3.45632e-008,0.8316
3.46018e-008,0.7080
3.46404e-008,0.5974
3.46789e-008,0.5062
3.47175e-008,0.4370
3.47561e-008,0.3933
3.47946e-008,0.3685
3.48332e-008,0.3620
3.48718e-008,0.3826
3.49104e-008,0.4385
3.49490e-008,0.5321
3.49875e-008,0.6496
3.50261e-008,0.7640
3.50647e-008,0.8620
3.51032e-008,0.9430
3.51418e-008,1.0090
3.51804e-008,1.0604
3.52190e-008,1.0996
3.52575e-008,1.1318
3.52961e-008,1.1542
3.53347e-008,1.1630
3.53733e-008,1.1464
3.54119e-008,1.0864
3.54504e-008,0.9881
3.54890e-008,0.8709
3.55276e-008,0.7466
3.55661e-008,0.6305
3.56047e-008,0.5330
3.56433e-008,0.4560
3.56819e-008,0.4046
3.57205e-008,0.3744
3.57590e-008,0.3617
3.57976e-008,0.3725
3.58362e-008,0.4166
3.58747e-008,0.4988
3.59133e-008,0.6115
3.59519e-008,0.7294
3.59905e-008,0.8330
3.60290e-008,0.9190
3.60676e-008,0.9896
3.61062e-008,1.0457
3.61448e-008,1.0880
3.61834e-008,1.1227
3.62219e-008,1.1485
3.62605e-008,1.1622
3.62991e-008,1.1557
3.63376e-008,1.1104
3.63762e-008,1.0219
3.64148e-008,0.9093
3.64534e-008,0.7857
3.64920e-008,0.6654
3.65305e-008,0.5617
3.65691e-008,0.4778
3.66077e-008,0.4181
3.66462e-008,0.3818
3.66848e-008,0.3636
3.67234e-008,0.3658
3.67620e-008,0.3986
3.68006e-008,0.4687
3.68391e-008,0.5738
3.68777e-008,0.6931
3.69163e-008,0.8022
3.69549e-008,0.8936
3.69934e-008,0.9688
3.70320e-008,1.0296
3.70706e-008,1.0758
3.71091e-008,1.1127
3.71477e-008,1.1417
3.71863e-008,1.1596
3.72249e-008,1.1610
3.72635e-008,1.1299
3.73020e-008,1.0536
3.73406e-008,0.9466
3.73792e-008,0.8252
3.74177e-008,0.7020
3.74563e-008,0.5923
3.74949e-008,0.5021
3.75335e-008,0.4341
3.75721e-008,0.3911
3.76106e-008,0.3674
3.76492e-008,0.3622
3.76878e-008,0.3843
3.77263e-008,0.4422
3.77649e-008,0.5376
3.78035e-008,0.6556
3.78421e-008,0.7695
3.78806e-008,0.8667
3.79192e-008,0.9467
3.79578e-008,1.0119
3.79964e-008,1.0626
3.80350e-008,1.1019
3.80735e-008,1.1339
3.81121e-008,1.1556
3.81507e-008,1.1632
3.81892e-008,1.1446
3.82278e-008,1.0822
3.82664e-008,0.9826
3.83050e-008,0.8646
3.83436e-008,0.7401
3.83821e-008,0.6249
3.84207e-008,0.5285
3.84593e-008,0.4527
3.84978e-008,0.4028
3.85364e-008,0.3736
3.85750e-008,0.3618
3.86136e-008,0.3741
3.86521e-008,0.4200
3.86907e-008,0.5040
3.87293e-008,0.6177
3.87679e-008,0.7351
3.88065e-008,0.8377
3.88450e-008,0.9229
3.88836e-008,0.9928
3.89222e-008,1.0482
3.89607e-008,1.0903
3.89993e-008,1.1250
3.90379e-008,1.1501
3.90765e-008,1.1628
3.91151e-008,1.1547
3.91536e-008,1.1069
3.91922e-008,1.0168
3.92308e-008,0.9034
3.92693e-008,0.7792
3.93079e-008,0.6595
3.93465e-008,0.5569
3.93851e-008,0.4741
3.94237e-008,0.4160
3.94622e-008,0.3809
3.95008e-008,0.3633
3.95394e-008,0.3668
3.95780e-008,0.4014
3.96165e-008,0.4734
3.96551e-008,0.5799
3.96937e-008,0.6992
3.97322e-008,0.8072
3.97708e-008,0.8978
3.98094e-008,0.9723
3.98480e-008,1.0323
3.98866e-008,1.0780
3.99251e-008,1.1151
3.99637e-008,1.1435
4.00023e-008,1.1605
4.00408e-008,1.1607
4.00794e-008,1.1271
4.01180e-008,1.0487
4.01566e-008,0.9410
4.01952e-008,0.8188
4.02337e-008,0.6959
4.02723e-008,0.5872
4.03109e-008,0.4980
4.03494e-008,0.4315
4.03880e-008,0.3899
4.04266e-008,0.3669
4.04652e-008,0.3627
4.05037e-008,0.3866
4.05423e-008,0.4464
4.05809e-008,0.5434
4.06195e-008,0.6618
4.06581e-008,0.7749
4.06966e-008,0.8711
4.07352e-008,0.9504
4.07738e-008,1.0149
4.08123e-008,1.0648
4.08509e-008,1.1032
4.08895e-008,1.1345
4.09281e-008,1.1558
4.09667e-008,1.1628
4.10052e-008,1.1424
4.10438e-008,1.0777
4.10824e-008,0.9767
4.11209e-008,0.8583
